Position,Const,Created,Modified,Description,Name,Known For,Birth Date
74,nm0906667,2011-04-23,2012-03-11,"[b]Recommended Viewing:[/b] [link=tt0048500]A Generation[/link] (1955), [link=tt0050585]Kanal[/link] (1957), [link=tt0052080][red]Ashes and Diamonds[/red][/link] (1958), [link=tt0054119]Innocent Sorcerers[/link] (1960), [link=tt0065226]Everything for Sale[/link] (1969), [link=tt0072446]The Promised Land[/link] (1974), [link=tt0075902]Man of Marble[/link] (1977), [link=tt0879843]Katyn[/link] (2007)",Andrzej Wajda,Popiól i diament,1926-03-06
75,nm0000343,2011-04-23,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0086541][red]Videodrome[/red][/link] (1983), [link=tt0085407]The Dead Zone[/link] (1983), [link=tt0091064]The Fly[/link] (1986), [link=tt0094964][red]Dead Ringers[/red][/link] (1988), [link=tt0102511]Naked Lunch[/link] (1991), [link=tt0115964]Crash[/link] (1996), [link=tt0278731]Spider[/link] (2002), [link=tt0399146]A History of Violence[/link] (2005), [link=tt0765443]Eastern Promises[/link] (2007)",David Cronenberg,The Fly,1943-03-15
76,nm0167241,2011-04-23,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0034478]The Murderer Lives at Number 21[/link] (1942), [link=tt0035753]Le Corbeau[/link] (1943), [link=tt0039739]Quai des Orfèvres[/link] (1947), [link=tt0046268][red]The Wages of Fear[/red][/link] (1952), [link=tt0046911][red]Les Diaboliques[/red][/link] (1955), [link=tt0049531]The Mystery of Picasso[/link] (1956)",Henri-Georges Clouzot,Le salaire de la peur,1907-11-20
77,nm0168413,2011-04-23,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0021331]The Blood of a Poet[/link] (1930), [link=tt0038348][red]La Belle et la bête[/red][/link] (1946), [link=tt0040682]Les Parents terribles[/link] (1948), [link=tt0041719][red]Orpheus[/red][/link] (1950), [link=tt0042436]Les Enfants terribles[/link] (1950), [link=tt0054377]Testament of Orpheus[/link] (1959)",Jean Cocteau,La Belle et la Bête,1889-07-05
78,nm0869664,2011-04-24,2012-02-03,"[b]Recommended Viewing:[/b] [link=tt0034587][red]Cat People[/red][/link] (1942), [link=tt0036027]I Walked with a Zombie[/link] (1943), [link=tt0039689][red]Out of the Past[/red][/link] (1947), [link=tt0040155]Berlin Express[/link] (1948), [link=tt0042464]The Flame and the Arrow[/link] (1950), [link=tt0048806]Wichita[/link] (1955), [link=tt0049278]Great Day in the Morning[/link] (1956), [link=tt0049552]Nightfall[/link] (1956), [link=tt0050766][red]Night of the Demon[/red][/link] (1957)",Jacques Tourneur,Out of the Past,1904-11-12
79,nm0000428,2011-04-24,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0002381]The Musketeers of Pig Alley[/link] (1912), [link=tt0004972]The Birth of a Nation[/link] (1915), [link=tt0006864][red]Intolerance[/red][/link] (1916), [link=tt0009968]Broken Blossoms[/link] (1919), [link=tt0010806]True Heart Susie[/link] (1919), [link=tt0011841]Way Down East[/link] (1920), [link=tt0012532]Orphans of the Storm[/link] (1922), [link=tt0015018]Isn't Life Wonderful[/link] (1924)",D.W. Griffith,Intolerance: Love's Struggle Throughout the Ages,1875-01-22
80,nm0903049,2011-04-24,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0018526]Underworld[/link] (1927), [link=tt0018839]The Docks of New York[/link] (1928), [link=tt0019071]The Last Command[/link] (1928), [link=tt0020697][red]The Blue Angel[/red][/link] (1930), [link=tt0021156]Morocco[/link] (1930), [link=tt0021800]Dishonored[/link] (1931), [link=tt0023458]Shanghai Express[/link] (1932), [link=tt0025746][red]The Scarlet Empress[/red][/link] (1934), [link=tt0026276]The Devil is a Woman[/link] (1935), [link=tt0034175]The Shanghai Gesture[/link] (1941), [link=tt0044863]Macao[/link] (1952), [link=tt0046712]Anatahan[/link] (1953)",Josef von Sternberg,Dishonored,1894-05-29
81,nm0002233,2011-04-24,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0013140][red]Foolish Wives[/red][/link] (1922), [link=tt0015881]Greed[/link] (1924), [link=tt0016104]The Merry Widow[/link] (1925), [link=tt0019558]The Wedding March[/link] (1928), [link=tt0020298]Queen Kelly[/link] (1932)",Erich von Stroheim,Sunset Blvd.,1885-09-22
82,nm0001031,2011-07-17,2012-02-02,"[b]Recommended Viewing:[/b] [link=tt0051404]Le Beau Serge[/link] (1958), [link=tt0052708]Les Cousins[/link] (1959),  [link=tt0053473]A double tour[/link] (1959), [link=tt0053666]Les Bonnes femmes[/link] (1960), [link=tt0056302]The Third Lover[/link] (1962), [link=tt0062728]Les Biches[/link] (1968), [link=tt0064323]La Femme infidèle[/link] (1969), [link=tt0064861]This Man Must Die[/link] (1969), [link=tt0064106]Le Boucher[/link] (1970), [link=tt0073221]Just Before Nightfall[/link] (1971), [link=tt0070453]Wedding in Blood[/link] (1973), [link=tt0072342]Pleasure Party[/link] (1975), [link=tt0109731][red]L'Enfer[/red][/link] (1993), [link=tt0112769]La Ceremonie[/link] (1995), [link=tt0232083]Merci pour le chocolat[/link] (2000), [link=tt0463486]A Comedy of Power[/link] (2005)",Claude Chabrol,Le beau Serge,1930-06-24
83,nm0695937,2011-04-24,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0037008][red]Laura[/red][/link] (1944), [link=tt0037691]Fallen Angel[/link] (1945), [link=tt0039391]Forever Amber[/link] (1947), [link=tt0039294]Daisy Kenyon[/link] (1947), [link=tt0042039]Whirlpool[/link] (1949), [link=tt0043132]Where the Sidewalk Ends[/link] (1950), [link=tt0044357]Angel Face[/link] (1953), [link=tt0051429]Bonjour Tristesse[/link] (1958), [link=tt0052561][red]Anatomy of a Murder[/red][/link] (1959), [link=tt0055728]Advice and Consent[/link] (1962), [link=tt0056907]The Cardinal[/link] (1963)",Otto Preminger,Anatomy of a Murder,1905-12-05
84,nm0003836,2012-04-09,2012-06-18,"[b]Recommended Viewing:[/b] [link=tt0028818]The Edge of the World[/link] (1937), [link=tt0033152]The Thief of Baghdad[/link] (1940) [co-directed by [link=nm0003490]Ludwig Berger[/link] & [link=nm0924065]Tim Whelan[/link]], [link=tt0033627]49th Parralel[/link] (1941), [link=tt0054167][red]Peeping Tom[/red][/link] (1960), [link=tt0061087]They're a Weird Mob[/link] (1966)",Michael Powell,The Red Shoes,1905-09-30
85,nm0840671,2011-09-20,2012-07-27,"[b]Recommended Viewing:[/b] [link=tt0051361]Underworld Beauty[/link] (1958), [link=tt0057697]Youth of the Beast[/link] (1963), [link=tt0057219]Kanto Wanderer[/link] (1963), [link=tt0058178]The Flower and the Angry Waves[/link] (1964), [link=tt0058409]Gate of Flesh[/link] (1964), [link=tt0059715]Story of a Prostitute[/link] (1965), [link=tt0059320]Tattooed Life[/link] (1965), [link=tt0060586]Fighting Elegy[/link] (1966), [link=tt0061101][red]Tokyo Drifter[/red][/link] (1966), [link=tt0061882][red]Branded to Kill[/red][/link] (1967), [link=tt0081662]Zigeunerweisen[/link] (1980), [link=tt0285906]Pistol Opera[/link] (2001)",Seijun Suzuki,Tsigoineruwaizen,1923-05-24
86,nm0423524,2011-04-23,2012-07-12,"[b]Recommended Viewing:[/b] [link=tt0061643]Fando y Lis[/link] (1968), [link=tt0067866]El Topo[/link] (1971), [link=tt0071615][red]The Holy Mountain[/red][/link] (1973), [link=tt0098253][red]Santa Sangre[/red][/link] (1989), [link=tt0100456]The Rainbow Thief[/link] (1990)",Alejandro Jodorowsky,El Topo,1929-02-17
87,nm0000694,2011-04-24,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0069687]Alice in the Cities[/link] (1974), [link=tt0073152]Kings of the Road[/link] (1976), [link=tt0075675]The American Friend[/link] (1977), [link=tt0087884][red]Paris, Texas[/red][/link] (1984), [link=tt0093191][red]Wings of Desire[/red][/link] (1987)",Wim Wenders,Der Himmel über Berlin,1945-08-14
88,nm0218840,2011-08-11,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0055093]Lola[/link] (1961), [link=tt0056846]Bay of Angels[/link] (1963), [link=tt0058450][red]The Umbrellas of Cherbourg[/red][/link] (1964), [link=tt0062873]The Young Girls of Rochefort[/link] (1967)",Jacques Demy,Les parapluies de Cherbourg,1931-06-05
89,nm0909825,2011-04-24,2012-04-23,"[b]Recommended Viewing:[/b] [link=tt0015400]The Thief of Bagdad[/link] (1924), [link=tt0020691]The Big Trail[/link] (1930), [link=tt0031867]The Roaring Twenties[/link] (1939), [link=tt0033149]They Drive by Night[/link] (1940), [link=tt0033717]High Sierra[/link] (1941), [link=tt0034236]The Strawberry Blonde[/link] (1941), [link=tt0034277]They Died with Their Boots On[/link] (1941), [link=tt0034778]Gentleman Jim[/link] (1942), [link=tt0038721]The Man I Love[/link] (1947), [link=tt0039737]Pursued[/link] (1947), [link=tt0041253]Colorado Territory[/link] (1949), [link=tt0042041][red]White Heat[/red][/link] (1949), [link=tt0043276]Along the Great Divide[/link] (1951), [link=tt0048691]The Tall Men[/link] (1955)",Raoul Walsh,The Roaring Twenties,1887-03-11
90,nm0001910,2011-07-17,2012-02-02,"[b]Recommended Viewing:[/b] [link=tt0039383]Fireworks[/link] (1947), [link=tt0041771]Puce Moment[/link] (1949), [link=tt0042872]Rabbit's Moon[/link] (1950), [link=tt0045719]Eaux d'artifice[/link] (1953), [link=tt0047114]Inauguration of the Pleasure Dome[/link] (1954), [link=tt0058555][red]Scorpio Rising[/red][/link] (1964), [link=tt0064493]Invocation of My Demon Brother[/link] (1969), [link=tt0066019][red]Lucifer Rising[/red][/link] (1972)",Kenneth Anger,Fireworks,1927-02-03
91,nm0003408,2011-04-24,2012-06-25,"[b]Recommended Viewing:[/b] [link=tt0056119][red]La Jetée[/red][/link] (1962), [link=tt0076042]The Base of the Air is Red[/link] (1977), [link=tt0084628][red]Sans Soleil[/red][/link] (1983)",Chris Marker,Twelve Monkeys,1921-07-29
92,nm0002545,2011-04-24,2012-02-02,"[b]Recommended Viewing:[/b] [link=tt0032338]Christmas in July[/link] (1940), [link=tt0033804][red]The Lady Eve[/red][/link] (1941), [link=tt0034240][red]Sullivan's Travels[/red][/link] (1941), [link=tt0035169][red]The Palm Beach Story[/red][/link] (1942), [link=tt0037077]The Miracle of Morgan's Creek[/link] (1944), [link=tt0036891]Hail the Conquering Hero[/link] (1944), [link=tt0036880]The Great Moment[/link] (1944), [link=tt0040919]Unfaithfully Yours[/link] (1948)",Preston Sturges,Sullivan's Travels,1898-08-29
93,nm0290802,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0041842]Le Sang des bêtes[/link] (1949), [link=tt0044733]Hôtel des Invalides[/link] (1952), [link=tt0052328]Head Against the Wall[/link] (1959), [link=tt0053459][red]Eyes Without a Face[/red][/link] (1959), [link=tt0057207]Judex[/link] (1963)",Georges Franju,Les yeux sans visage,1912-04-12
94,nm0889513,2011-07-19,2011-09-19,"[b]Recommended Viewing:[/b] [link=tt0055852]Cleo from 5 to 7[/link] (1961), [link=tt0058985]Le Bonheur[/link] (1965), [link=tt0089960]Vagabond[/link] (1985), [link=tt0102141]Jacquot de Nantes[/link] (1991), [link=tt0247380]The Gleaners & I[/link] (2000), [link=tt1129435]The Beaches of Agnès[/link] (2008)",Agnès Varda,Sans toit ni loi,1928-05-30
95,nm0065442,2011-07-19,2012-07-07,"[b]Recommended Viewing:[/b] [link=tt0039155]Antoine et Antoinette[/link] (1947), [link=tt0041800]Rendezvous in July[/link] (1949), [link=tt0042429]Édouard et Caroline[/link] (1950), [link=tt0043386][red]Casque d'or[/red][/link] (1952), [link=tt0046451]Touchez pas au Grisbi[/link] (1953), [link=tt0054407][red]Le Trou[/red][/link] (1959)",Jacques Becker,Le trou,1906-09-15
96,nm0002045,2011-07-19,2012-01-11,"and [link=nm0000037]GENE KELLY[/link]

[link=tt0041716]On the Town[/link] (1949), [link=tt0045152][red]Singin' in the Rain[/red][/link] (1952), [link=tt0048216]It's Always Fair Weather[/link] (1955)",Stanley Donen,Charade,1924-04-13
97,nm0280904,2011-07-19,2011-09-17,"[b]Recommended Viewing:[/b] [link=tt0013427]Nanook of the North[/link] (1922), [link=tt0017162]Moana[/link] (1925), [link=tt0025456]Man of Aran[/link] (1934), [link=tt0040550]Louisiana Story[/link] (1948)",Robert J. Flaherty,Louisiana Story,1884-02-16
98,nm0803705,2011-07-19,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0012364][red]The Phantom Carriage[/red][/link] (1921), [link=tt0014972][red]He Who Gets Slapped[/red][/link] (1924), [link=tt0019585]The Wind[/link] (1928)",Victor Sjöström,Smultronstället,1879-09-20
99,nm0896542,2011-07-17,2012-02-02,"[b]Recommended Viewing:[/b] [link=tt0015624]The Big Parade[/link] (1925), [link=tt0018806]The Crowd[/link] (1928), [link=tt0019379]Show People[/link] (1928), [link=tt0019959]Hallelujah![/link] (1929), [link=tt0025610]Our Daily Bread[/link] (1934), [link=tt0029608]Stella Dallas[/link] (1937), [link=tt0029995]The Citadel[/link] (1938), [link=tt0032851]Northwest Passage[/link] (1940), [link=tt0033686]H.M. Pulham, Esq.[/link] (1941), [link=tt0038499][red]Duel in the Sun[/red][/link] (1946), [link=tt0041386][red]The Fountainhead[/red][/link] (1949), [link=tt0041172]Beyond the Forest[/link] (1949), [link=tt0043744]Lightning Strikes Twice[/link] (1951), [link=tt0045109]Ruby Gentry[/link] (1952), [link=tt0048340]Man Without a Star[/link] (1955)",King Vidor,The Crowd,1894-02-08
100,nm0001901,2011-04-24,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0068354]Le Chambre[/link] (1972), [link=tt0071690]Je, Tu, Il, Elle[/link] (1972), [link=tt0073198][red]Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles[/red][/link] (1975), [link=tt0076452]News from Home[/link] (1976), [link=tt0084808]A Whole Night[/link] (1982), [link=tt0085172]Les Annees 80[/link] (1983), [link=tt0110873]Portrait of a Young Girl at the End of the 1960's in Brussels[/link] (1994), [link=tt0216605]La Captive[/link] (2000)",Chantal Akerman,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",1950-06-06
101,nm0564970,2011-07-19,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0019688]Big Business[/link] (1929) [co-directed by [link=nm0395023]James W. Horne[/link]], [link=tt0023969][red]Duck Soup[/red][/link] (1933), [link=tt0026955]Ruggles of Red Cap[/link] (1935), [link=tt0029192][red]Make Way for Tomorrow[/red][/link] (1937), [link=tt0028597]The Awful Truth[/link] (1937), [link=tt0031593]Love Affair[/link] (1939), [link=tt0050105]An Affair to Remember[/link] (1957)",Leo McCarey,An Affair to Remember,1896-10-03
102,nm0811296,2011-09-06,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0127354][red]Wavelength[/red][/link] (1967), [link=tt0130232]La Région centrale[/link] (1971), [link=tt0131329]Breakfast[/link] (1976), [link=tt0127151]Presents[/link] (1981)",Michael Snow,Wavelength,1928-12-10
103,nm0001843,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0021884][red]Frankenstein[/red][/link] (1931), [link=tt0023293]The Old Dark House[/link] (1932), [link=tt0024184]The Invisible Man[/link] (1933), [link=tt0026138][red]Bride of Frankenstein[/red][/link] (1935), [link=tt0031619]The Man in the Iron Mask[/link] (1939)",James Whale,The Invisible Man,1889-07-22
104,nm0895048,2012-01-26,2012-01-26,"[b]Recommended Viewing:[/b] [link=tt0017376]One-Sixth of the World[/link] (1926), [link=tt0019760][red]Man with a Movie Camera[/red][/link] (1929), [link=tt0021375]Enthusiasm[/link] (1931)",Dziga Vertov,Chelovek s kino-apparatom,1896-01-02
105,nm0802563,2011-07-19,2012-03-08,"[b]Recommended Viewing:[/b] [link=tt0020163][red]People on Sunday[/red][/link] (1929) [co-directed by [link=nm0880618]Edgar G. Ulmer[/link]], [link=tt0036260]Phantom Lady[/link] (1944), [link=tt0037330]The Suspect[/link] (1944), [link=tt0038123]The Strange Affair of Uncle Harry[/link] (1945), [link=tt0038975]The Spiral Staircase[/link] (1945), [link=tt0038669][red]The Killers[/red][/link] (1946), [link=tt0038455]The Dark Mirror[/link] (1946), [link=tt0040257]Cry of the City[/link] (1948), [link=tt0041268]Criss Cross[/link] (1949), [link=tt0041368]The File on Thelma Jordan[/link] (1949), [link=tt0044517]The Crimson Pirate[/link] (1952)",Robert Siodmak,Nachts wenn der Teufel kam,1900-08-08
106,nm0943758,2011-07-19,2012-02-13,"[b]Recommended Viewing:[/b] [link=tt0027532][red]Dodsworth[/red][/link] (1936), [link=tt0028773]Dead End[/link] (1937), [link=tt0030287]Jezebel[/link] (1938), [link=tt0032145]Wuthering Heights[/link] (1939), [link=tt0033253]The Westerner[/link] (1940), [link=tt0032701]The Letter[/link] (1940), [link=tt0033836]The Little Foxes[/link] (1941), [link=tt0036868][red]The Best Years of Our Lives[/red][/link] (1946), [link=tt0041452]The Heiress[/link] (1949), [link=tt0043465]Detective Story[/link] (1951), [link=tt0046250]Roman Holiday[/link] (1953), [link=tt0047985]The Desperate Hours[/link] (1955)",William Wyler,Ben-Hur,1902-07-01
107,nm0000416,2011-04-15,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0071853]Monty Python and the Holy Grail[/link] (1975) [co-directed by [link=nm0001402]Terry Jones[/link]], [link=tt0081633]Time Bandits[/link] (1981), [link=tt0088846][red]Brazil[/red][/link] (1985), [link=tt0096764]The Adventures of Baron Munchausen[/link] (1988), [link=tt0114746]Twelve Monkeys[/link] (1995), [link=tt0120669][red]Fear and Loathing in Las Vegas[/red][/link] (1998)",Terry Gilliam,Brazil,1940-11-22
108,nm0920074,2011-10-18,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0018578]Wings[/link] (1927), [link=tt0018684]Beggars of Life[/link] (1928), [link=tt0022236]Other Men's Women[/link] (1931), [link=tt0022286]The Public Enemy[/link] (1931), [link=tt0024115]Heroes for Sale[/link] (1933), [link=tt0024334]Midnight Mary[/link] (1933), [link=tt0029606]A Star is Born[/link] (1937), [link=tt0031088]Beau Geste[/link] (1939), [link=tt0036244]The Ox-Bow Incident[/link] (1943), [link=tt0039595]Magic Town[/link] (1947), [link=tt0040978]Yellow Sky[/link] (1948), [link=tt0041163]Battleground[/link] (1949), [link=tt0047603]Track of the Cat[/link] (1954)",William A. Wellman,A Star Is Born,1896-02-29
109,nm0945981,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0085635]That Day, on the Beach[/link] (1983), [link=tt0089866]Taipei Story[/link] (1984), [link=tt0091355]The Terrorizers[/link] (1986), [link=tt0101985]A Brighter Summer Day[/link] (1991), [link=tt0109685]A Confucian Confusion[/link] (1994), [link=tt0116962]Mahjong[/link] (1996), [link=tt0244316][red]Yi yi: A One and a Two[/red][/link] (2000)",Edward Yang,Yi yi,1947-11-06
110,nm0442454,2011-07-18,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0092149]Shadows in Paradise[/link] (1986), [link=tt0094675]Ariel[/link] (1988), [link=tt0098532]The Match Factory Girl[/link] (1990), [link=tt0099818]I Hired a Contract Killer[/link] (1990), [link=tt0110832]Take Care of Your Scarf, Tatiana[/link] (1994), [link=tt0116752]Drifting Clouds[/link] (1996), [link=tt0158692]Juha[/link] (1999), [link=tt0311519]The Man Without a Past[/link] (2002), [link=tt0458242]Lights in the Dusk[/link] (2006)",Aki Kaurismäki,Le Havre,1957-04-04
111,nm0001054,2011-07-17,2012-04-09,"and [link=nm0001053]ETHAN COEN[/link]

[b]Recommended Viewing:[/b] [link=tt0086979]Blood Simple[/link] (1984), [link=tt0093822]Raising Arizona[/link] (1987), [link=tt0100150]Miller's Crossing[/link] (1990), [link=tt0101410]Barton Fink[/link] (1991), [link=tt0116282][red]Fargo[/red][/link] (1996), [link=tt0118715][red]The Big Lebowski[/red][/link] (1998), [link=tt0190590]O Brother, Where Art Thou?[/link] (2000), [link=tt0243133]The Man Who Wasn't There[/link] (2001), [link=tt0477348]No Country for Old Men[/link] (2007), [link=tt1019452]A Serious Man[/link] (2009)",Joel Coen,The Ballad of Buster Scruggs,1954-11-29
112,nm0000229,2011-04-24,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0067023]Duel[/link] (1971), [link=tt0073195]Jaws[/link] (1975), [link=tt0075860]Close Encounters of the Third Kind[/link] (1977), [link=tt0088939]The Color Purple[/link] (1985), [link=tt0108052][red]Schindler's List[/red][/link] (1993), [link=tt0120815]Saving Private Ryan[/link] (1998), [link=tt0212720]A.I. Artificial Intelligence[/link] (2001), [link=tt0408306]Munich[/link] (2005)",Steven Spielberg,Schindler's List,1946-12-18
113,nm0000118,2011-04-24,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0074156]Assault on Precinct 13[/link] (1976), [link=tt0077651][red]Halloween[/red][/link] (1978), [link=tt0080749]The Fog[/link] (1980), [link=tt0082340]Escape from New York[/link] (1981), [link=tt0084787]The Thing[/link] (1982), [link=tt0090728]Big Trouble in Little China[/link] (1986), [link=tt0096256][red]They Live[/red][/link] (1988), [link=tt0113409]In the Mouth of Madness[/link] (1994)",John Carpenter,The Fog,1948-01-16
114,nm0000264,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0118819]Live Flesh[/link] (1997), [link=tt0185125][red]All About My Mother[/red][/link] (1999), [link=tt0287467]Talk to Her[/link] (2002), [link=tt0275491]Bad Education[/link] (2004), [link=tt0441909]Volver[/link] (2006), [link=tt0913425]Broken Embraces[/link] (2009), [link=tt1189073]The Skin I Live In[/link] (2011)",Pedro Almodóvar,Hable con ella,1949-09-25
115,nm0000759,2011-07-17,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0119256]Hard Eight[/link] (1996), [link=tt0118749][red]Boogie Nights[/red][/link] (1997), [link=tt0175880]Magnolia[/link] (1999), [link=tt0272338]Punch-Drunk Love[/link] (2002), [link=tt0469494]There Will Be Blood[/link] (2007)",Paul Thomas Anderson,Punch-Drunk Love,1970-06-26
116,nm0000142,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0067588]Play Misty for Me[/link] (1971), [link=tt0068699]High Plains Drifter[/link] (1973), [link=tt0069822]Breezy[/link] (1973), [link=tt0075029][red]The Outlaw Josey Wales[/red][/link] (1976), [link=tt0084088]Honkytonk Man[/link] (1982), [link=tt0094747]Bird[/link] (1988), [link=tt0105695][red]Unforgiven[/red][/link] (1992), [link=tt0112579]The Bridges of Madison County[/link] (1995), [link=tt0327056]Mystic River[/link] (2003), [link=tt0405159]Million Dollar Baby[/link] (2004), [link=tt0498380]Letters from Iwo Jima[/link] (2006), [link=tt1205489]Gran Torino[/link] (2008)",Clint Eastwood,Million Dollar Baby,1930-05-31
117,nm0001486,2011-07-17,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0050083]12 Angry Men[/link] (1957), [link=tt0059575]The Pawnbroker[/link] (1964), [link=tt0058083]Fail-Safe[/link] (1964), [link=tt0059274]The Hill[/link] (1965), [link=tt0070666]Serpico[/link] (1973), [link=tt0072890][red]Dog Day Afternoon[/red][/link] (1975), [link=tt0074958]Network[/link] (1976), [link=tt0084855]The Verdict[/link] (1982), [link=tt0096018]Running on Empty[/link] (1988), [link=tt0292963]Before the Devil Knows You're Dead[/link] (2007)",Sidney Lumet,12 Angry Men,1924-06-25
118,nm0936404,2011-07-17,2012-06-05,"[b]Recommended Viewing:[/b] [link=tt0036733]The Curse of the Cat People[/link] (1944) [co-directed by [link=nm0902270]Gunther von Fritsch[/link]], [link=tt0037549]The Body Snatcher[/link] (1945), [link=tt0039211]Born to Kill[/link] (1947), [link=tt0040175]Blood on the Moon[/link] (1948), [link=tt0041859][red]The Set-Up[/red][/link] (1949), [link=tt0043045]Three Secrets[/link] (1950), [link=tt0043660]The House on Telegraph Hill[/link] (1951), [link=tt0043456]The Day the Earth Stood Still[/link] (1951), [link=tt0044476]The Captive City[/link] (1952), [link=tt0046963]Executive Suite[/link] (1954), [link=tt0049881]Tribute to a Bad Man[/link] (1956), [link=tt0049778]Somebody Up There Likes Me[/link] (1956), [link=tt0051758]I Want to Live![/link] (1958), [link=tt0053133]Odds Against Tomorrow[/link] (1959), [link=tt0055614]West Side Story[/link] (1961) [co-directed by [link=nm0730385]Jerome Robbins[/link]], [link=tt0057129]The Haunting[/link] (1963), [link=tt0059742]The Sound of Music[/link] (1965)",Robert Wise,West Side Story,1914-09-10
119,nm0001232,2011-07-17,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0059415]Loves of a Blonde[/link] (1965), [link=tt0061781]The Firemen's Ball[/link] (1967), [link=tt0067820]Taking Off[/link] (1971), [link=tt0073486][red]One Flew Over the Cuckoo's Nest[/red][/link] (1975), [link=tt0086879]Amadeus[/link] (1984), [link=tt0117318]The People vs. Larry Flynt[/link] (1996)",Milos Forman,One Flew Over the Cuckoo's Nest,1932-02-18
120,nm0914386,2011-09-01,2011-09-19,"[b]Recommended Viewing:[/b] [link=tt0057982]Culloden[/link] (1964), [link=tt0059894]The War Game[/link] (1965), [link=tt0067633]Punishment Park[/link] (1971), [link=tt0074462]Edvard Munch[/link] (1974), [link=tt0257497]La Commune (Paris, 1871)[/link] (2000)",Peter Watkins,The War Game,1935-10-29
121,nm0163229,2011-07-17,2012-04-04,"[b]Recommended Viewing:[/b] [link=tt0014872]Entr'acte[/link] (1924), [link=tt0018523]The Italian Straw Hat[/link] (1927), [link=tt0021409][red]Under the Roofs of Paris[/red][/link] (1930), [link=tt0022150][red]Le Million[/red][/link] (1931), [link=tt0022599]À nous la liberté[/link] (1931), [link=tt0024480]Quatorze Julliet[/link] (1932), [link=tt0037515]And Then There Were None[/link] (1945)",René Clair,Le silence est d'or,1898-11-11
122,nm0226189,2011-07-19,2012-02-19,"[b]Recommended Viewing:[/b] [link=tt0031455][red]The Hunchback of Notre Dame[/red][/link] (1939), [link=tt0032413]Dr. Ehrlich's Magic Bullet[/link] (1940), [link=tt0033532]The Devil and Daniel Webster[/link] (1941), [link=tt0037885]Love Letters[/link] (1945), [link=tt0040705]Portrait of Jennie[/link] (1948), [link=tt0040071]The Accused[/link] (1948), [link=tt0041822]Rope of Sand[/link] (1949), [link=tt0042947]September Affair[/link] (1950), [link=tt0042379]Dark City[/link] (1950)",William Dieterle,Faust: Eine deutsche Volkssage,1893-07-15
123,nm0586281,2011-04-09,2012-06-25,"[b]Recommended Viewing:[/b] [link=tt0142181]The Bird People in China[/link] (1998), [link=tt0304296]Young Thugs: Nostalgia[/link] (1998), [link=tt0235198][red]Audition[/red][/link] (1999), [link=tt0221111]Dead or Alive[/link] (1999), [link=tt0285005]Dead or Alive 2[/link] (2000), [link=tt0290329][red]Visitor Q[/red][/link] (2001), [link=tt0296042]Ichi the Killer[/link] (2001), [link=tt0304262]The Happiness of the Katakuris[/link] (2001), [link=tt0316599]Graveyard of Honor[/link] (2002), [link=tt0361668]Gozu[/link] (2003), [link=tt0388556]Zebraman[/link] (2004), [link=tt0377079]Izo[/link] (2004), [link=tt0497876]Big Bang Love, Juvenile A[/link] (2006), [link=tt1436045]13 Assassins[/link] (2010)",Takashi Miike,Jûsan-nin no shikaku,1960-08-24
124,nm0000755,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0057578]This Sporting Life[/link] (1963), [link=tt0063850][red]If...[/red][/link] (1968), [link=tt0070464][red]O Lucky Man![/red][/link] (1973), [link=tt0094315]The Whales of August[/link] (1987)",Lindsay Anderson,If....,1923-04-17
